238,EE,11101110,1110,1110,XOR d8,XOR,d8,A,2,8,Z,0,0,0,"Logical exclusive OR n with register A, result in A",BByte,XOR
239,EF,11101111,1110,1111,RST 28H,RST,28H,none,1,16,-,-,-,-,Push present address onto stack; Jump to address $0000 + n,,
240,F0,11110000,1111,0000,"LDH A,(a8)",LDH,A,(a8),2,12,-,-,-,-,Put in/out of memory address +0xFF00,BByte,write
241,F1,11110001,1111,0001,POP AF,POP,AF,none,1,12,Z,N,H,C,Pop two bytes off stack into register pair nn; Increment Stack Pointer (SP) twice,,
242,F2,11110010,1111,0010,"LD A,(C)",LD,A,(C),2,8,-,-,-,-,Put,BByte,write
243,F3,11110011,1111,0011,DI,DI,none,none,1,4,-,-,-,-,This instruction disables interrupts but not immediately; Interrupts are disabled after                 instruction after DI is executed,,
244,F4,11110100,1111,0100,none,none,none,none,,,,,,,,NONE,NONE
245,F5,11110101,1111,0101,PUSH AF,PUSH,AF,none,1,16,-,-,-,-,Push register pair nn onto stack; Decrement Stack Pointer (SP) twice,,
246,F6,11110110,1111,0110,OR d8,OR,d8,A,2,8,Z,0,0,0,"Logical OR n with register A, result in A",BByte,OR
247,F7,11110111,1111,0111,RST 30H,RST,30H,none,1,16,-,-,-,-,Push present address onto stack; Jump to address $0000 + n,,
248,F8,11111000,1111,1000,"LD HL,SP+r8",LD,HL,SP+r8,2,12,0,0,H,C,Put,BByte,write
249,F9,11111001,1111,1001,"LD SP,HL",LD,SP,HL,1,8,-,-,-,-,Put,BByte,write
250,FA,11111010,1111,1010,"LD A,(a16)",LD,A,(a16),3,16,-,-,-,-,Put,BByte,write
251,FB,11111011,1111,1011,EI,EI,none,none,1,4,-,-,-,-,Enable interrupts. This intruction enables interrupts but not immediately. Interrupts                 are enabled after instruction after EI is executed,,
252,FC,11111100,1111,1100,none,none,none,none,,,,,,,,NONE,NONE
253,FD,11111101,1111,1101,none,none,none,none,,,,,,,,NONE,NONE
254,FE,11111110,1111,1110,CP d8,CP,d8,A,2,8,Z,1,H,C,Compare A with n; This is basically an A - n subtraction instruction but the results are thrown away,,
255,FF,11111111,1111,1111,RST 38H,RST,38H,none,1,16,-,-,-,-,Push present address onto stack; Jump to address $0000 + n,,
